;school;sex;age;address;Pstatus;Mjob;guardian;traveltime;studytime;failures;paid;internet;health;absences;G1;G2;G3;APPROVED;EXTRA
318;GP;F;17;R;T;at_home;father;1;3;0;yes;yes;5;0;11;11;10;1;1
319;GP;F;18;U;T;teacher;mother;1;2;0;yes;yes;5;2;11;11;11;1;1
320;GP;F;17;U;A;services;mother;1;2;0;yes;yes;5;23;13;13;13;0;0
321;GP;F;17;U;T;other;mother;1;2;0;no;no;3;12;11;9;9;0;0
322;GP;F;17;R;T;services;mother;1;3;0;yes;yes;3;3;11;11;11;1;1
323;GP;F;17;U;T;services;father;1;3;0;no;yes;5;1;12;14;15;1;0
324;GP;F;17;U;T;at_home;father;2;3;0;no;yes;2;0;16;15;15;1;0
325;GP;M;18;U;T;other;mother;1;3;0;no;yes;3;3;9;12;11;1;1
326;GP;M;17;U;T;other;mother;1;1;0;no;yes;5;3;14;15;16;1;0
327;GP;M;17;R;T;services;mother;4;1;0;no;yes;4;8;11;10;10;1;1
328;GP;F;17;U;T;teacher;mother;1;3;0;yes;yes;4;7;10;9;9;0;0
329;GP;F;17;U;T;teacher;mother;2;3;0;yes;yes;4;4;14;14;14;1;1
330;GP;M;18;U;T;other;mother;1;4;0;no;yes;5;2;9;8;8;0;0
331;GP;F;17;R;T;at_home;father;1;3;0;no;yes;5;7;12;14;14;1;1
332;GP;F;18;U;T;services;mother;1;2;0;no;yes;4;0;7;0;0;0;0
333;GP;F;18;U;T;other;other;1;2;0;no;yes;2;0;8;8;0;0;0
334;GP;F;18;R;T;at_home;mother;2;4;0;no;no;4;0;10;9;0;0;0
335;GP;F;17;U;T;services;mother;1;3;0;no;yes;5;16;16;15;15;0;0
336;GP;F;19;R;A;services;other;1;3;1;yes;no;5;12;14;13;13;1;1
337;GP;F;17;U;T;other;mother;1;2;0;yes;yes;2;0;7;8;0;0;0
338;GP;F;18;U;T;services;mother;1;4;0;no;yes;1;7;16;15;17;1;0
339;GP;F;17;R;A;other;mother;1;2;0;yes;yes;2;4;9;10;10;1;1
340;GP;F;19;U;T;services;other;1;3;1;yes;yes;3;4;11;12;11;1;1
341;GP;M;18;U;T;teacher;father;1;2;1;no;yes;2;0;10;10;0;0;0
342;GP;M;18;U;T;services;mother;1;2;0;no;yes;5;11;16;15;15;1;0
343;GP;F;17;U;A;at_home;father;1;2;1;no;yes;4;0;9;8;0;0;0
344;GP;F;18;U;T;at_home;mother;1;3;0;no;yes;3;4;11;10;10;1;1
345;GP;F;18;U;T;other;mother;1;3;0;no;yes;1;7;13;13;14;1;1
346;GP;M;18;R;T;teacher;mother;1;3;0;no;yes;4;9;16;15;16;1;0
347;GP;M;18;U;T;teacher;mother;1;3;0;yes;yes;5;0;10;10;9;0;0
348;GP;F;17;U;T;health;mother;1;3;0;yes;yes;4;0;13;15;15;1;0
349;MS;M;18;R;T;other;mother;2;1;1;no;yes;5;10;11;13;13;0;0
350;MS;M;19;R;T;other;other;3;2;3;no;yes;2;8;8;7;8;0;0
351;MS;M;17;U;T;health;mother;2;2;0;yes;yes;3;2;13;13;13;1;1
352;MS;M;18;U;T;at_home;mother;1;1;1;no;yes;3;7;8;7;8;0;0
353;MS;M;19;R;T;other;other;3;1;1;no;yes;5;4;8;8;8;0;0
354;MS;M;17;R;T;services;mother;2;2;0;yes;yes;2;4;13;11;11;0;0
355;MS;F;18;U;T;services;father;1;2;0;no;no;5;0;10;9;9;0;0
356;MS;F;17;R;T;teacher;father;2;2;0;yes;yes;5;4;12;13;13;0;0
357;MS;F;17;U;A;services;mother;2;2;0;no;no;5;2;12;12;11;1;1
358;MS;M;18;U;T;other;father;2;1;0;no;yes;3;4;10;10;10;0;0
359;MS;F;18;U;T;at_home;father;2;3;0;no;yes;4;0;18;16;16;1;0
360;MS;F;18;R;A;at_home;mother;3;2;0;no;no;5;0;13;13;13;1;1
361;MS;M;18;R;T;at_home;mother;2;2;1;no;no;5;2;13;12;12;1;1
362;MS;F;18;U;T;services;mother;2;2;0;no;yes;3;0;11;11;10;1;1
363;MS;F;17;U;T;at_home;mother;1;2;0;yes;yes;1;0;16;15;15;1;0
364;MS;F;17;R;T;other;father;2;2;0;no;no;3;0;12;11;12;1;1
365;MS;M;18;R;T;at_home;mother;2;2;0;yes;no;3;4;10;10;10;0;0
366;MS;M;18;U;T;teacher;mother;2;3;0;yes;yes;5;0;13;13;13;1;1
367;MS;F;17;R;T;other;mother;3;1;1;yes;yes;1;0;7;6;0;0;0
368;MS;F;18;U;T;at_home;father;2;1;0;yes;yes;4;0;11;10;10;1;1
369;MS;F;18;R;T;other;father;3;2;0;yes;yes;5;10;14;12;11;0;0
370;MS;F;19;U;T;services;other;2;2;2;no;no;3;4;7;7;9;0;0
371;MS;M;18;R;T;at_home;father;3;1;0;yes;yes;3;3;14;12;12;1;1
372;MS;F;17;U;T;other;mother;1;3;0;no;no;3;8;13;11;11;0;0
373;MS;F;17;R;T;other;mother;1;1;0;no;yes;1;14;6;5;5;0;0
374;MS;F;18;R;T;other;mother;2;3;0;no;yes;1;0;19;18;19;1;0
375;MS;F;18;R;T;other;mother;4;3;0;no;yes;4;2;8;8;10;1;1
376;MS;F;20;U;T;health;other;2;3;2;yes;yes;3;4;15;14;15;0;0
377;MS;F;18;R;T;teacher;mother;1;2;0;yes;yes;2;4;8;9;10;0;0
378;MS;F;18;U;T;other;mother;1;2;0;yes;yes;1;0;15;15;15;1;0
379;MS;F;17;R;T;at_home;mother;1;2;0;yes;yes;1;17;10;10;10;0;0
380;MS;M;18;U;T;teacher;father;1;2;0;yes;yes;2;4;15;14;14;0;0
381;MS;M;18;R;T;other;mother;2;1;0;no;yes;5;5;7;6;7;0;0
382;MS;M;17;U;T;other;father;2;2;0;no;yes;3;2;11;11;10;1;1
383;MS;M;19;R;T;other;mother;2;1;1;no;no;5;0;6;5;0;0;0
384;MS;M;18;R;T;other;father;2;1;1;yes;no;3;14;6;5;5;0;0
385;MS;F;18;R;T;at_home;mother;2;3;0;yes;no;4;2;10;9;10;1;1
386;MS;F;18;R;T;teacher;mother;3;1;0;yes;yes;5;7;6;5;6;0;0
387;MS;F;19;R;T;services;mother;1;3;1;no;yes;5;0;7;5;0;0;0
388;MS;F;18;U;T;teacher;mother;1;2;0;yes;yes;1;0;7;9;8;0;0
389;MS;F;18;U;T;other;mother;2;2;1;no;no;5;0;6;5;0;0;0
390;MS;M;20;U;A;services;other;1;2;2;yes;no;4;11;9;9;9;0;0
391;MS;M;17;U;T;services;mother;2;1;0;no;yes;2;3;14;16;16;1;0
392;MS;M;21;R;T;other;other;1;1;3;no;no;3;3;10;8;7;0;0
393;MS;M;18;R;T;services;mother;3;1;0;no;yes;5;0;11;12;10;1;1
394;MS;M;19;U;T;other;father;1;1;0;no;yes;5;5;8;9;9;0;0
